77.067,63.533,9.58,152,33.367,25.033,46.933,721,12.177,29.933,39.9
69.35,23.2,19.65,24.25,6.325,15.125,21.05,269,6.66,19.5,76.5
88.367,92.5,9.36,71.433,19.367,17.3,37.7,383,14.133,34.367,24.633
61.5,93.1,17,21.1,1.01,4.26,15.1,599,23.9,38.5,106
198,317.5,384,753,6.035,66.6,421,2.885,18.63,87.1,996.5
46.1,24.2,8.155,81.7,3.485,7.215,17.5,344.5,7.69,24.85,41
79.1,52.3,12.9,138,12.1,172,453,4826,7.64,28.9,28.4
55.7,58.133,112.23,245.33,25.277,62.933,357,589,58.667,362.67,32.4
72.567,27.833,18.323,5.3867,16.633,25.167,55.4,290.67,15.777,35.267,9.3333
281,400,9.73,23.1,30.5,25.5,153,2054,38.5,79.1,237
1861,2739,459.5,1165.5,74.35,64.75,365,707.5,9.785,78.25,66.2
15.025,9.165,18.45,73.15,13.55,11.46,25.25,472,2.55,3.695,7.445
59.9,16.4,29.7,71.7,119,12.7,15.7,429,17.6,37.9,21.1
56.15,45.4,42.45,195.5,59.4,12.86,27.45,535.5,17.35,30.65,48.8
42.9,20.4,37.2,117,83.5,13.8,21.9,578,13.1,33.4,172
27.3,21.633,7.82,16.267,4.6033,42.333,71.233,770,18.067,46.667,46.767
40.95,23.383,13.325,17.682,4.6925,27.3,57.8,607.25,39.75,83.575,115.75
82.767,53.367,18.11,194,29.133,80.667,165.67,2294.3,8.0033,24.033,33.467
85.7,97.633,17.24,28.877,41.433,14.23,63.233,210.33,4.6667,20.733,6.84
74.3,16.5,53.3,47.8,50.9,22.3,37.5,461,22.1,49.1,14.2
1046,1568,13.5,18.4,5.83,1,32.2,95.6,15,53.3,22.7
62.15,44.4,25.65,104.65,23.65,19.9,42.55,704,3.015,9.82,15.32
47.033,18.083,11.323,9.2733,7.98,122.67,307.33,3078.3,11.213,30.767,51.467
39.6,32.85,2.525,120.5,15.24,20.65,39.1,433.5,13.94,38.75,67.9
28.4,1.145,11.015,15.65,24.5,7.5,15.65,309,1,1.63,1.15
151,46.6,39.3,76.1,75.7,18.95,31.75,392.5,21.35,23.9,16.21
24.6,1.3,41.8,215,91.4,34.9,34.6,284,1,12.2,1.72
43.3,1.09,17,17.6,1,4.07,46.6,135,1,1,2.44
42.55,1.855,16.7,94.35,35.2,22.15,27.55,306.5,1,1.7,1.07
40.7,31.9,46.1,53.3,20.5,36.5,126,1094,14.6,34,50
73,24.55,5.855,2.52,15.25,18.55,37,169.5,9.275,26.15,89
279,441,503,942.5,9.765,19.15,115,43.225,228,1224.5,771.5
46.85,36.5,16.45,16.455,8.07,18.95,23.2,310.5,6.15,17.75,38.65
