313,445,15.7,16.3,1.01,1.18,29.4,36.8,1,13.2,6.04
21.75,12.75,19.7,20.4,7.645,30.1,47.2,346,13.54,49.35,4.14
82.15,46,19.2,15.5,3.36,26.4,35.9,652,14.61,24.4,12.5
16.85,42.75,25.15,42.6,27.2,28.05,47.4,392.5,9.595,23.1,43
68.767,31.667,8.8,4.6233,11.907,6.2867,11.02,307,21.367,45.8,14.53
99.1,112,667,1075,24.1,73.7,362,784,3.82,12.7,15
686.5,1011,642,1158,9.83,197,1352,41.25,679.5,3418,1124
47.4,30.8,21.9,271,53.3,24.6,96.5,2458,46.6,88.2,91.4
14.7,44.9,29.2,276,76.4,45.7,65.5,403,27.1,49.6,21.1
142.88,201.03,209.75,368.5,9.5375,51.65,336,8.7625,499.75,2835,1204.8
20.03,29.95,11.055,176,20.05,9.52,20.9,878,6.835,17.8,91.2
71.7,44.9,5.42,41.4,15.8,13,33.4,890,6.61,17,37.5
82.267,53.433,35.367,318.33,60.433,27.367,59.133,1700.3,11,24.633,32.9
63.2,110,505,882,22.7,47,248,139,28.4,133,40.3
349.33,595.67,14,25.333,11.5,1.2333,44.233,137.33,4.9467,34.5,14.16
75.7,34.3,22.1,186,92.2,40.3,95.6,965,16.5,20,8.58
16.8,9.235,6.2,56.95,29.65,25.85,46.8,344.5,13,18.05,13.45
21.843,20.967,6.9467,150.67,27,25.8,37.967,479.67,23.8,44.567,20.867
212,119.1,10.99,186.5,22.4,22.5,33.1,310.5,11.78,28.9,21.7
34.7,24,46.15,120.95,51.23,226,530.5,8507,15.8,18.83,48.55
25.05,14.45,21.75,251.5,56.45,36.5,55.05,308,23.85,45.45,32.35
5.09,1.31,18.1,117,20,7.3,8.9,352,1,19.1,1.45
56.1,42.8,4.615,95.25,15.985,19,34.3,802,35,112,258.5
111,1.01,91.4,259,97.3,31.3,31.1,340,1,142,1.54
150.13,193.87,319.33,545,7.72,42.233,267.33,9.8367,259,1508.7,841.67
32.2,40.3,48.3,50.5,46.6,16.5,35.9,491,13.3,27.9,60.4
143,85.1,8.43,54.7,22.1,281,573,9910,19.5,53.3,55.7
37.6,24.6,13.35,18.3,4.995,25.45,58.05,455.5,62.4,78.05,25.2
79.9,49.3,8.11,29.05,25.75,14.355,33,788,15.55,39.8,135.5
12.443,20,14.683,20,9.2733,37.033,59.4,346,7.1867,27.467,35.7
41.96,16.062,7.67,279,28.008,2.268,6.25,22.876,10.796,13.04,12.564
179,121.5,5.85,66.9,13.715,55.7,73.35,338.5,11.395,22.35,28.75
47.05,39.9,14.18,41.5,18.5,5.525,19.2,443,10.3,15.2,15.755
5.78,17.6,8.66,50.9,40,1.61,50.5,158,1.35,17.8,10.6
1554,2371,1065,1685,17.3,54.7,362,47.8,16.1,26.2,12.3
32.125,1.5725,27.5,27.725,12.39,15.843,17.325,300.5,1,14.725,1.2825
47.9,25.767,5.47,6.3667,10.313,8.6567,20.1,570.67,10.257,22.767,9.8133
7.57,4.91,8.58,18.8,117,10.7,17.3,470,14.3,21.3,17.5
39.2,22.5,51.9,139,51.9,21.9,43.7,991,29.2,63.8,183
57.65,17.9,9.82,9.85,20.225,16.95,38.55,401.5,26.1,42.55,18.45
26.2,30.2,77,44.5,20,17.8,50.9,583,12.3,37.5,31.6
85.8,56.2,65.5,72.3,17.9,21.9,32.8,737,18.3,14.6,23.3
22.3,17.685,1.36,101.55,12.1,21.75,51.4,1208,10.085,45.25,86.7
209,302,23.7,17.6,5.23,11.3,102,2110,3.96,26.2,1
36.95,23.95,8.74,8.91,1.635,21.4,44.35,441,12.55,42.25,30.05
44.1,16.7,7.8,2.44,22.3,22.3,41.15,309,18.85,55.8,31.55
36.85,17.15,3.705,345,42.45,3.04,2.44,83.95,10.01,16.75,8.255
44.35,34.35,1.23,457.5,74.2,25.5,84.2,2063,10.68,19.3,50.95
204,355,115,196,10.6,111,604,1472,31.3,193,34.6
359,542,114,219,13.1,123,626,679,14.2,82,75.7
250,362,5.52,22.1,86.6,45.7,227,528,81.3,567,13.6
56.8,32.133,4.2667,3.46,10.533,17.833,31.667,292.33,15.333,30.933,13.327
34.9,30,40.3,389,33.7,29.2,81.3,2247,8.35,12.6,19.1
40.9,15.965,6.85,13.365,7.075,35.9,54.95,604.5,35.4,76.15,115
29.767,23.267,10.357,294.33,35.933,18.46,30.333,441.67,40.333,74.2,125
11.1,41.8,4.26,7.77,9.22,19.1,27.6,209,1.91,85.8,3.16
53.8,14.5,46.1,97.3,66.7,15.1,22.7,362,22.7,16.4,4.37
6.73,20,52.3,311,151,11.2,23.5,547,17.8,26.4,5.19
78.5,28.45,2.805,8.84,13.77,25.6,49.75,733.5,11.9,19.55,2.36
40.75,1.615,21,27.3,15.75,29.6,44.1,743.5,1,3.115,1.565
110,148,131.5,252,11.875,50.6,272.5,702.5,44.55,234,68.65
42.075,29.025,15.79,10.85,4.3975,13.15,30.45,361.25,10.25,25.375,25.725
21.7,15.9,17.7,18.65,8.765,31.75,55.3,661,8.54,26.85,26.85
85.05,86,11.42,9.1,18,29.85,39.9,313.5,11.55,27.6,6.93
52.633,34.633,9.4,52.233,8.8533,14.267,41.2,411.67,14.537,42.433,30.033
72.3,38.9,1,547,11.2,3.68,13.7,343,15.3,40,18.3
95.45,151.5,24.8,25.55,12.215,15.75,25,593.5,8.35,13.68,29.5
176.5,278.5,10.88,15.6,13.585,1.36,123.5,264.5,1.27,19.7,3.42
560.5,882.5,449,726,15.26,22.95,204,9.09,530.5,2846.5,1230
83.5,96.5,1263,2072,17.6,15.5,107,10,92.2,547,141
55,30.7,2.725,60.505,17.6,4.34,16.5,14.4,13.03,50.1,247.5
104,109,4.37,89,9.56,12.6,34.9,704,12.3,43.3,62.1
52.3,47.4,6.38,13.2,20.5,16.7,43.7,552,1.49,6.21,5.14
27.6,6.32,56.7,189,42.9,10.3,38.5,385,21.3,53.8,56.2
155.5,82.45,26.9,29.7,19.6,5.375,26.35,878,36.85,83.5,143.5
36.5,18.4,8.35,7.04,7.1,16.4,55.7,1263,25.3,72.3,85.1
20.4,18.6,54.2,322,54.7,51.4,75.7,235,20.2,37.9,45.7
139,56.7,51.9,41,47.8,17.9,43.3,1155,11.4,31.1,34.3
54.267,35.767,13.13,16.84,9.2533,101.1,259.33,5777.3,8.0433,25.8,15.067
14.3,13.6,10.6,355,69.8,6.49,3.96,542,19.8,48.3,25
101.67,77.7,17.287,14.94,5.0667,59.933,115,2898.7,11.65,29.033,49.567
42.15,22.9,13.8,88.95,35.35,17.4,33.325,1340,18.15,38.15,23.775
69.8,50,20.7,19.5,12.3,59.4,104,337,34.3,72.3,139
38.45,27.2,5.8,199,21.7,18.8,43.35,906,15,28.9,14.2
16.79,10.933,5.72,178.33,30.267,21.6,32.5,526.67,16.867,26.267,20.933
18.7,18.6,26.55,19.85,3.97,17.55,32.6,939,9.46,31.4,18.6
36.8,1,30.8,225,85.1,13.1,13.7,248,1.14,414,2.05
42.35,30.85,39.83,383.5,62.3,37.3,68.65,1596.5,13.07,20.9,7.615
53.9,33.7,18.15,15.25,7.705,12.57,20.5,623.5,17.4,55.4,57.8
53.8,18.9,5,1.54,17.2,22.3,38.9,189,28.4,78.4,20
101.05,40.1,9.39,346,49.65,19.3,30.95,337,11.74,25.25,20.65
78.4,26.85,12.1,2.155,12.05,8.82,19.2,557,15.85,33.6,6.735
47.15,9.105,34.9,437.5,85.15,26.9,35.05,370,5.54,5.235,5.625
92.2,28.9,1.1,289,31.6,47,68.5,204,24.6,33.1,14.3
213.5,359,95,740,62.65,119,647,995.5,42.8,257.5,48.45
75.2,107,18.9,32.65,18.15,3.32,115,248.5,14,39.25,14.45
31.9,16.4,67.3,176,23.9,56.7,97.3,1263,13.2,14.3,26.7
37.6,15.55,16.115,316.5,82.25,11.29,25.88,599,16.15,31.55,11.6
359,470,48.3,53.8,39.2,200,1055,799,56.7,308,70.4
248,389,305,422,27.6,120,710,890,63.8,429,39.2
30.9,17.65,30.45,44.95,7.58,13.75,22.05,572.5,17.9,23.8,8.635
1000,1512,155,239,24.6,59.4,305,400,40,183,54.7
19.667,23.267,8.57,107.67,23.633,13.247,25.967,395,13.133,24.667,6.9333
27.8,26.85,5.055,57.65,5.3,23.65,50.1,500,8.935,33.7,39.65
58.85,28.6,13.66,15.075,11.745,18.4,53.7,1632.5,15.55,28.45,23.74
37.7,22.95,4.53,78.05,14.555,17.1,58.35,1990,9.225,25.9,70.8
26.4,24.9,11.625,47,18.6,22.75,40.05,540,15.05,22.25,5.305
16,16,14.7,362,79.9,69.8,102,1275,85.8,120,33.7
5.78,1.01,2.21,538,38.9,16.8,15.4,461,5.38,11.9,9.22
16.05,12.8,11.595,4.53,10.315,11.45,26.6,542.5,11.475,29.9,7.87
112,17.755,26.4,53.95,25.05,8.645,14.2,408.5,9.525,15.35,6.32
381,618.33,232,455.33,12.1,42.877,264.63,11.18,1079.3,5380,1411.3
103,69.8,4.74,13.9,11.2,24.4,47.4,799,15.5,38.9,67.9
5.57,13,14.6,112,32.8,16.4,27.4,528,2.21,24.1,69.2
90.6,25.7,7.37,1,25.3,7.37,20.7,379,29.2,71,118
51.9,27.1,15,167,1.84,13.9,16.4,621,18.6,46.6,33.1
34.3,47.4,8.66,6.04,14.2,37.2,69.2,799,70.4,189,311
40.7,19.5,1.26,1.07,1.55,77.7,81.3,279,7.7,13,64.9
40.7,31.45,21.6,19.95,3.96,153,257.5,3587,16,32.65,49
403,621,509,947,14.5,88.2,500,820,21.5,165,70.4
65.5,53.3,4.61,96.5,25.9,93.1,188,2247,17.5,50.5,96.5
59.65,25.85,1.905,226,8.74,3.655,11.63,190.5,23.9,32.95,10.135
300,445,18.4,16.7,12.6,25.9,158,1715,17.6,51.4,20.5
258.67,436.67,1467.3,2348.3,121.27,53.4,370.33,9.18,279.67,1565.7,902
23.3,8.13,14.5,15.3,14.9,17.6,20.7,692,18.1,44.5,61
16.1,10.343,28.533,270.33,62.033,25.567,45.033,608,11.7,31.6,62.533
31.1,1.06,63.8,77.7,38.9,40.3,42.9,302,1,14.9,1.25
9.16,5.12,6.4433,188,27.767,10.783,23.367,643.67,17.767,34.067,6.2867
85.8,20.5,7.84,22.3,31.6,18.9,19.1,255,48.3,60.4,15.1
105,80.6,7.91,229,42.2,5.42,22.9,1370,10.8,19.8,1.29
25,22.05,15.635,31.75,20.35,42.9,57.05,540,8.52,44,76.8
6.38,5.67,15.4,179,30.5,21.9,43.7,813,25.3,46.1,32.8
93.233,55.733,8.1333,1.55,11.043,16.233,28.467,396,37.267,66.367,26.4
24.5,12.75,15.89,58.3,11.335,24.1,41.8,303.5,7.255,20.35,49.15
97.5,122,9.865,80.8,23.85,1,28.7,30.6,4.675,23.5,9.66
176,97.3,24.4,145,15.7,14.7,21.3,820,7.77,19.6,20.9
91.4,18.3,21.5,28.4,4.66,29.2,55.2,588,29.4,77,200
37.2,1.11,56.2,85.1,97.3,14.7,21.7,253,1,18.9,1.38
36.15,2.625,42.15,359,83.2,13.915,18.9,291.5,12.9,289,4.125
86.6,73.7,8.58,107,34.3,73.7,137,1640,12.4,33.1,55.2
35.35,27.25,4.015,2.915,10.55,9.775,24.55,474,11.185,37.4,17.2
21,13.29,7.535,118,27.4,4.83,17.25,498,16.55,29.5,9.185
8.95,14.615,7.73,11.29,7.745,9.45,24.3,943,14.85,33.7,34.6
180,14.455,16.195,16.45,15.805,14.135,24.25,623.5,8.4,11.85,9.655
71.7,114,83.5,567,26.7,63.2,343,973,56.2,331,46.6
914,1370,264,437,12.2,69.8,334,1407,58.8,337,106
1.35,8.82,8.98,157,33.4,38.2,160,1499,25.9,36.8,12.5
57.74,39.18,15.448,13.818,9.376,11.53,28.32,1000,10.89,25.18,25.56
45.7,25.35,13.055,27.65,19.6,23.65,49.6,1407,23.8,32.15,28.85
47,20.4,6.98,3.85,12.4,8.98,20.2,474,44.5,129,44.1
196,281,281,505,5.47,101,519,770,39.2,229,32.2
40.7,22.7,64.9,491,119,123,186,1407,34,88.2,109
32.967,18.667,11.5,259.67,43.9,7.3033,15.133,730,20.867,34.433,23.1
36.55,17.5,49.6,202,80.55,28.6,38.1,319,12.35,35.7,61.4
111,168,8.66,2.27,17.8,56.2,289,352,1.96,106,3.92
21.967,12.18,19.3,16.5,11.9,11.02,26.467,579.67,10.957,32.9,49.4
165,246,215,284,15.8,109,552,441,84.3,466,100
93.9,46.1,3.43,8.2,55.7,10.5,18.1,461,11.3,13.3,12.7
27.1,7.84,57.8,276,44.9,30.2,53.3,519,13.3,32.2,77.7
153,89.233,18.233,21.333,10.28,14.403,37.833,405.67,3.68,6.28,8.49
128.5,97.85,7.765,53.05,24.1,32.85,51.9,351,8.22,12.75,36.4
8.2,9.91,25.5,111,32.2,21.3,36.8,343,38.5,57.8,7.64
66.25,43.55,9.785,47.8,14.785,13.005,25.9,535.5,10.02,22.4,32.85
49.5,33.25,41.8,63.2,18.585,36.85,70.8,661,9.975,23.95,32.2
391.5,553,357.5,1446,97.3,38.75,186.5,523.5,19.19,104.6,22.3
24.433,24.3,8.37,23.3,15.367,20.067,45.933,1354,13.433,40.067,50.033
210.5,327,38.835,54.6,21.25,72.45,483,17.85,54.25,343,256.5
2.81,10.3,4.37,1,6.26,30.5,105,483,17.2,32.8,6.44
29.3,17.4,17.085,21.45,3.355,34.5,79.95,986.5,2.915,66.3,9.545
62.6,69.2,47.4,81.3,6.21,117,692,200,103,441,158
61.6,96.8,60.85,132.5,16.99,3.84,87.85,247,14.25,40.9,18.1
47.7,22.55,13.09,83.1,32.5,6.49,17.15,667,4.475,24.3,149.5
33.1,19.3,9.39,18.4,33.1,27.6,30.2,407,9.56,16,9.91
50.75,30.75,20.55,191.5,24.4,4.67,24.1,213,29.45,73.1,117.5
38.4,18.867,28.967,29.733,10.353,5.0333,11.577,123.33,10.033,23.767,28.333
35.25,20.65,7.6,148,23.65,11.885,26.75,1219,4.005,18.35,75.2
37,16.85,9.22,18.29,69.05,5.28,13.25,602,11.66,14.8,5.02
145.5,45,10.105,91.85,30.25,3.775,11.7,935,11.915,21.8,8.2
46.1,36.5,10.903,135.67,22.8,25.833,40.5,349,16.4,46.5,38.7
218.5,336.5,13.05,28.25,40.98,61.6,283,2801,12.115,38.95,16.52
38.05,8.015,12.395,60.85,18.7,7.125,9.695,251.5,5.325,9.75,2.375
148.5,103.5,61.7,424,79.9,17.85,31.8,626.5,21.065,47.95,102.05
26.733,20.133,8.4033,26.667,56.633,13.223,25.067,590,17.2,37.3,22.233
36.667,16.467,24.067,21.467,12.733,27.9,38.4,311.67,14.88,30.433,17.533
42.3,27.4,8.2575,288.5,37.1,34.15,89.8,1002.3,16.675,34.925,28.79
34,21.7,50.5,246,97.3,19.5,47.8,1322,33.7,89.8,112
42.2,22.3,1.36,38.5,21.5,24.1,39.6,588,20.4,34,16.4
138,75,11,121,32.8,28.4,55.2,692,17.5,48.7,49.6
238.5,21.605,18.15,53.55,14.8,14.995,32.9,594,2.055,14.55,10.91
35.05,8.935,3.78,1.245,413.5,15.55,28.4,436,14.55,23.55,9.455
166.5,44.2,16.32,15.35,10.855,20.215,60.2,1170.5,18.7,20.95,6.325
34.5,23.15,2.395,157,20.25,16.25,57,960.5,2.395,20.015,7.77
21.59,2.7867,19.947,366.33,43.933,12.357,22.327,242.33,9.26,9.0867,4.11
557,828,1512,2595,294,45.3,276,12.2,13,64.9,1084
621,1065,16.4,36.2,20.7,6.49,59.4,1894,20.9,58.8,28.9
25.7,16.74,1.245,144,14.91,7.125,20.2,297,39.25,75.65,62.5
558,902,119.5,210.5,16.755,76.05,435,482,29.5,164.5,42.95
39.2,57.8,414,799,2.97,64.4,352,13.8,133,698,117
59.9,20.5,6.045,1.855,8.135,29.65,54.5,365,2.31,21,64.5
12.6,8.06,4.91,19.5,69.8,8.28,23.5,542,11,29.7,89.8
28.8,30.2,7.8967,152.67,16.067,26.033,42.433,297,18.033,31.033,38.933
438,677.25,270.5,460,7.355,58.2,362,9.7525,235.5,1314.5,531.5
52.2,4.64,20.55,50.75,3.745,11.63,25.85,545,2.315,9.44,3.75
38.767,28.067,22.1,38.833,6.1267,31.467,42.767,461.33,19.6,36.533,48.7
207.33,286,12.667,40.167,13.85,1.0667,31.167,146,4.4433,47.133,19.1
66.5,38.95,1.875,1.8,8.965,20.4,37.85,382,1.705,19.05,48.05
63.733,35.767,10.153,85.067,22.4,17.333,20.7,588.33,9.8867,15.5,12.067
58.8,22.5,2.67,292,27.6,6.73,23.5,1433,27.9,40.7,12.9
81.3,16.7,7.04,141,33.7,7.99,11.8,730,37.2,58.8,17.2
42.9,71.7,23.7,302,106,2.25,56.7,153,3.08,57.8,11.3
23.49,16.95,19.525,47.425,73.625,16.35,24.25,343.75,13.55,26.825,7.615
26.1,23.35,35.35,59.5,16.25,10.765,34.75,767,82.4,171.5,224
38.2,21.45,1,3.99,14.95,18.6,32.2,293,30.35,75.1,27.95
21.113,26.733,12.793,20.3,7.4867,78.067,138.33,1762,7.58,17.767,14.957
89.5,74.6,7.775,12.9,7.4,17.65,56.9,850.5,22.8,55.9,134
101,30.45,17.37,230.5,63.35,27.7,37.65,325,20.5,25.85,10.5
9.65,10.6,38.5,55.2,22.1,5.67,13,253,11.7,8.66,16.4
77.95,70.5,6.715,92.65,15.4,14.6,28,487,25.2,52.75,60.45
80.6,36.8,6.92,98.2,17.6,13.6,21.3,626,11.3,42.2,153
107,30,8.66,38.2,9.82,6.26,8.13,466,5.88,27.6,155
1395,2017,2.02,75,13.5,1,32.2,66.1,29.4,82.8,62.6
34.6,1.33,79.1,178,50.5,4.61,16.8,644,1,349,1
27.25,17.75,13.05,132,30,6.605,20.2,710.5,21.8,30.5,8.665
267.5,437.5,5.415,13.3,35.4,1,42.45,77.35,1.445,21.75,6.495
27.4,20.9,24.1,33.4,13.2,186,289,1512,56.2,132,149
73.7,41,75,217,58.3,21.7,41.8,1894,8.35,16.1,38.5
15.3,5.19,3.43,279,20.7,24.4,51.9,523,8.51,65.5,37.9
48.375,23.25,10.84,14.325,10.195,15.975,25.55,316.75,22.1,35.5,17.1
31.55,19.55,19.1,281.5,78,25.45,40,396,6.565,16.35,45.05
63.525,23.725,4.94,3.3175,10.92,12.057,19.525,425.5,17.15,40,14.235
42.7,23.87,14.5,129.15,20.95,199.5,402.5,5498.5,15.75,32.75,53.3
162.67,252.33,753,1415.7,18.057,27.433,189,29.487,100.87,583.67,222.67
51.4,22.1,94.7,117,17.6,76.4,102,947,8.58,25.7,129
98.1,75.9,38.35,367,121.5,56.35,90.7,1000,3.095,13.115,12.41
68.25,25.95,5.505,4.5,21.3,27.7,55.75,293,10.465,23.65,8.6
59.85,28.15,10.64,11.81,14.795,27.1,78.25,635,8.43,33.2,7.09
53.133,30.3,11.817,23.633,44.5,25.733,39.6,233.67,11.867,22.467,13.633
553.5,882,292,585.5,9.14,98.9,607.5,8.52,38.45,203.45,189.5
296,428.5,36.45,361.5,132.6,1.97,67.05,237.5,1.765,17.7,5.855
16.1,13,23.3,16.1,10.9,37.9,53.8,433,54.7,127,115
34,21.9,2.81,649,133,91.4,248,2839,8.66,31.9,44.1
57.3,46.6,2.92,114,8.28,24.8,63.2,626,9.65,16.7,52.8
27.6,1.41,18.8,117,40.3,5.73,10.2,578,28.9,10.2,1.65
233.33,339.33,240.67,438.67,20.733,16.267,44.9,354.33,19.533,96.367,49.567
59.4,63.2,77.7,138,32.8,67.9,340,1554,52.3,316,69.2
20.7,22.7,15.5,112,19.6,48.3,122,1446,15.4,17,19.5
66.25,11.05,8.655,14.35,29.7,6.185,13.1,344.5,5.8,15.9,9.235
60.333,37.333,12.863,426.67,68.867,11.44,25.3,775,10.01,20.733,27.433
20.5,24.6,2.74,248,31.9,55.2,68.5,542,9.39,40,22.7
61.7,40.1,13.465,302.5,65.25,33.4,62.2,890,13.05,34.05,19.4
331,429,4.03,15.8,61.5,5.33,89,365,4.66,56.7,205
34.267,23.933,24.8,30.9,6.2767,8.03,25.7,356.67,14.833,31.667,26.7
88.05,30.15,5.87,8.405,23.2,19.3,56.15,1252,19.1,29.45,8.66
215,8.9,19.5,96.5,21.7,49.6,56.2,1134,1.15,2.17,1.55
100.43,84.067,13.103,54.3,13.5,40.7,91.833,1751.7,10.383,30.267,57.9
118,110,10.85,138.5,50.45,12.705,27.5,624,7.545,5.2,8.99
14.43,11.59,7.3,106.5,29.15,11.8,17.2,391,8.54,28.65,154
38.75,25.4,4.835,41.8,3.95,8.34,22.95,547,19.1,39.25,31.8
40.467,31.667,1.8467,153.33,10.177,18.533,44.2,982,12.4,35.467,49.9
39.1,29.7,17.65,286.25,45.725,30.175,80.95,1651.3,35.775,79.625,121.78
259.5,405,427.5,763,15.485,30.45,169,14.1,181.5,1015.5,152
42.45,12.45,5.165,14.8,26.3,16.05,27,441,9.235,22,44.95
21.3,13.5,11.5,20,95.6,18.9,28.9,491,3,17.3,73.7
126,154,164,269,23.5,85.8,392,2054,10.3,26.9,35.2
31.3,20.5,12.825,15.7,4.155,8.58,21.55,192.5,14.95,42.4,26.15
75,28.6,33.4,57.8,15.3,25.5,40.7,407,13.3,20.2,5.67
65.433,25.867,4.92,5.9133,10.193,21.667,34.833,219.67,3.6367,14.767,70.333
10.5,8.9,2.35,43.3,8.9,25.5,51.4,567,14.3,65.5,46.6
27.167,18.3,8.62,12.14,3.6133,12.28,28.267,748,12.66,14.633,11.567
610,961,18.55,37.45,17.15,15.66,101.2,1231,5.7,34.2,54.75
50.75,21,21.4,74.7,37.65,12.9,15.25,494,15,35,21.08
1827,2727,411.5,722.5,17.55,45.05,263,6.45,49.65,305.5,196
40.3,46.6,11.3,17.9,5.94,2.92,132,279,2.23,13.1,5.52
34.067,29.167,10.807,27.067,9.49,6.4367,21.033,128.67,20.8,47.267,56.633
34.8,1.625,22.15,13.5,15.3,45.05,54.95,682.5,1.605,6.66,1.235
44.1,29.2,39.6,119,63.2,36.8,47.8,365,3.52,6.79,30.2
30.3,17.3,8.39,76.7,18.45,12.89,31.2,570,18.05,48.3,56.3
65.7,4.7533,24.343,59.4,15.487,13.907,32.747,736.33,18.323,1390.7,2.7667
34,23.4,13.55,23.75,22.25,34.75,52.55,408.5,10.015,11.35,5.635
165,209,316,533,5.23,67.9,466,10,121,737,167
37.067,21.833,6.11,151,10.387,9.9,20.467,464,15.467,35.733,22.033
17.2,21.9,13.3,12.2,19.8,4.29,2.74,445,20.9,25.7,20.2
71.75,45,14.645,20.6,6.33,16.25,35.35,549.5,18,46.9,48.05
63.25,22.8,20.15,29.25,11.895,71.15,163,3555,40.85,80.55,85.8
137,93.1,30.5,219,175,47.8,99.1,1715,6.21,26.7,47
48.65,26.8,4.225,2.805,23.95,30.9,47.85,385.5,55.65,76.5,10.635
77.05,40.5,19.1,52.6,41.1,18,28.3,455.5,19.75,42.75,10.45
23.95,17.615,42.1,52.15,15.9,29.35,82.85,1465.5,16.06,30.7,38.45
85.8,22.3,16.8,66.7,36.8,25.3,51.9,547,25.9,31.9,17.9
93.333,36.9,14.097,19.1,34.333,7.8067,22.5,477,20.143,27.767,7.93
82.8,51.4,8.13,167,11.3,58.8,94.7,533,8.51,22.1,41.8
56.325,27.425,7.47,132.5,22.875,13.055,30.125,538.75,15.325,28.25,15.848
1535.7,2254,87.733,213,17.083,51.933,180,488,34.633,188.33,35
362,542,112,193,25.7,53.8,267,297,33.4,198,20.4
43.367,22.833,12.937,334,54.1,10.167,25.9,498.67,13.603,28.733,11.927
37.9,18.4,4.33,1.25,12,34,100,914,6.44,30.8,108
17.5,19.3,4.41,1,4.61,4.83,19.6,750,4.22,18.8,93.9
179,55.7,18.8,509,80.6,11.5,16,164,25,33.7,15
216,349.5,2.55,16.1,7.385,5.605,55.2,269.5,6.555,37.95,7.325
85.8,107,414,698,29.2,73,400,429,10.9,22.1,17.5
25.5,24.8,235,368,37.2,155,858,155,4,33.1,28.1
68.65,55.55,3.06,119,13.85,66.5,129.5,1589.5,10.9,37.05,27.75
799,1186,19.3,15.8,17.3,1,22.5,46.6,1,16.7,2.53
117.5,52.35,15.15,137.5,18.05,26.1,32.05,652,10.82,20.9,47
146.5,113,6.065,13.1,10.985,2.67,13.665,50.15,6.15,28.55,23.3
53.9,28.9,4.525,1.1,11.4,13.85,46.15,1407,29.5,43.4,17.3
14.2,11.65,5.855,5.165,6.35,16.6,51.95,2081.5,14.55,35.35,19.3
64.3,43.9,33.95,90.8,23.3,12.075,29.5,701.5,43.15,82.05,152
31.2,25.7,57.367,425.33,65.5,12.403,30.733,438.67,15.27,37.533,49.8
31.567,18.6,5.31,12.733,8.3033,30.467,58.1,858.67,30.033,71.167,136
64.033,22.3,10,5.54,17.733,17.733,38.767,264.33,19.8,36.167,13.533
119.8,85.1,25.94,15.7,15.565,89.425,172.5,2781.8,13.413,24.625,40.1
38.433,29.1,12.663,164.33,8.6967,5.2,6.4867,116.67,11.39,23.033,39.8
77,70.65,95.75,200.5,22.42,59.1,331,467,52.25,267.5,76.5
44.775,18.4,14.543,19.5,7.9075,12.985,30.75,534.25,22.375,40,12.65
19.525,11.545,17.275,17.825,8.8525,14,25.475,608.5,24.45,45.475,69.55
39.6,32.85,2.525,120.5,15.24,20.65,39.1,433.5,13.94,38.75,67.9
45.7,8.35,9.82,316,118,42.9,64.4,673,10.2,9.65,1.75
24.3,18.2,20.85,108.05,26.65,58.8,127.5,1568,12.975,32.2,50.4
46.5,13.335,18.2,48.05,15.04,27.7,39.65,457,8.56,27.25,75
24.4,18.4,685,1009,36.5,241,1370,470,56.2,349,32.2
85.1,25.25,1.615,1.585,14.35,7.495,18.5,482.5,13.05,32,8.175
65.7,51.9,14.925,54.4,8.17,24.05,65.1,1202.5,17.1,31.2,32.9
31.95,25.95,9.15,8.16,6.645,12.64,33.05,239.5,26.75,66.7,38.15
27,20.833,10.643,9.2333,13.8,26.1,49.6,536,8.6467,25.867,21.367
32.3,23.55,15.195,455.5,98.45,25.95,74.35,1700.5,11.7,22.1,5.385
37.025,21.175,34.825,260.25,40.825,11.39,24.6,640.75,15.21,40.675,24.305
