6.32E-03	1.80E+01	2.31E+00	5.38E-01
2.73E-02	0.00E+00	7.07E+00	4.69E-01
2.73E-02	0.00E+00	7.07E+00	4.69E-01
3.24E-02	0.00E+00	2.18E+00	4.58E-01
6.91E-02	0.00E+00	2.18E+00	4.58E-01
2.99E-02	0.00E+00	2.18E+00	4.58E-01
8.83E-02	1.25E+01	7.87E+00	5.24E-01
1.45E-01	1.25E+01	7.87E+00	5.24E-01
2.11E-01	1.25E+01	7.87E+00	5.24E-01
1.70E-01	1.25E+01	7.87E+00	5.24E-01
2.25E-01	1.25E+01	7.87E+00	5.24E-01
1.17E-01	1.25E+01	7.87E+00	5.24E-01
9.38E-02	1.25E+01	7.87E+00	5.24E-01
6.30E-01	0.00E+00	8.14E+00	5.38E-01
6.38E-01	0.00E+00	8.14E+00	5.38E-01
6.27E-01	0.00E+00	8.14E+00	5.38E-01
1.05E+00	0.00E+00	8.14E+00	5.38E-01
7.84E-01	0.00E+00	8.14E+00	5.38E-01
8.03E-01	0.00E+00	8.14E+00	5.38E-01
7.26E-01	0.00E+00	8.14E+00	5.38E-01
1.25E+00	0.00E+00	8.14E+00	5.38E-01
8.52E-01	0.00E+00	8.14E+00	5.38E-01
1.23E+00	0.00E+00	8.14E+00	5.38E-01
9.88E-01	0.00E+00	8.14E+00	5.38E-01
7.50E-01	0.00E+00	8.14E+00	5.38E-01
8.41E-01	0.00E+00	8.14E+00	5.38E-01
6.72E-01	0.00E+00	8.14E+00	5.38E-01
9.56E-01	0.00E+00	8.14E+00	5.38E-01
7.73E-01	0.00E+00	8.14E+00	5.38E-01
1.00E+00	0.00E+00	8.14E+00	5.38E-01
1.13E+00	0.00E+00	8.14E+00	5.38E-01
1.35E+00	0.00E+00	8.14E+00	5.38E-01
1.39E+00	0.00E+00	8.14E+00	5.38E-01
1.15E+00	0.00E+00	8.14E+00	5.38E-01
1.61E+00	0.00E+00	8.14E+00	5.38E-01
6.42E-02	0.00E+00	5.96E+00	4.99E-01
9.74E-02	0.00E+00	5.96E+00	4.99E-01
8.01E-02	0.00E+00	5.96E+00	4.99E-01
1.75E-01	0.00E+00	5.96E+00	4.99E-01
2.76E-02	7.50E+01	2.95E+00	4.28E-01
3.36E-02	7.50E+01	2.95E+00	4.28E-01
1.27E-01	0.00E+00	6.91E+00	4.48E-01
1.42E-01	0.00E+00	6.91E+00	4.48E-01
1.59E-01	0.00E+00	6.91E+00	4.48E-01
1.23E-01	0.00E+00	6.91E+00	4.48E-01
1.71E-01	0.00E+00	6.91E+00	4.48E-01
1.88E-01	0.00E+00	6.91E+00	4.48E-01
2.29E-01	0.00E+00	6.91E+00	4.48E-01
2.54E-01	0.00E+00	6.91E+00	4.48E-01
2.20E-01	0.00E+00	6.91E+00	4.48E-01
8.87E-02	2.10E+01	5.64E+00	4.39E-01
4.34E-02	2.10E+01	5.64E+00	4.39E-01
5.36E-02	2.10E+01	5.64E+00	4.39E-01
4.98E-02	2.10E+01	5.64E+00	4.39E-01
1.36E-02	7.50E+01	4.00E+00	4.10E-01
1.31E-02	9.00E+01	1.22E+00	4.03E-01
2.06E-02	8.50E+01	7.40E-01	4.10E-01
1.43E-02	1.00E+02	1.32E+00	4.11E-01
1.54E-01	2.50E+01	5.13E+00	4.53E-01
1.03E-01	2.50E+01	5.13E+00	4.53E-01
1.49E-01	2.50E+01	5.13E+00	4.53E-01
1.72E-01	2.50E+01	5.13E+00	4.53E-01
1.10E-01	2.50E+01	5.13E+00	4.53E-01
1.27E-01	2.50E+01	5.13E+00	4.53E-01
1.95E-02	1.75E+01	1.38E+00	4.16E-01
3.58E-02	8.00E+01	3.37E+00	3.98E-01
4.38E-02	8.00E+01	3.37E+00	3.98E-01
5.79E-02	1.25E+01	6.07E+00	4.09E-01
1.36E-01	1.25E+01	6.07E+00	4.09E-01
1.28E-01	1.25E+01	6.07E+00	4.09E-01
8.83E-02	0.00E+00	1.08E+01	4.13E-01
1.59E-01	0.00E+00	1.08E+01	4.13E-01
9.16E-02	0.00E+00	1.08E+01	4.13E-01
1.95E-01	0.00E+00	1.08E+01	4.13E-01
7.90E-02	0.00E+00	1.28E+01	4.37E-01
9.51E-02	0.00E+00	1.28E+01	4.37E-01
1.02E-01	0.00E+00	1.28E+01	4.37E-01
8.71E-02	0.00E+00	1.28E+01	4.37E-01
5.65E-02	0.00E+00	1.28E+01	4.37E-01
8.39E-02	0.00E+00	1.28E+01	4.37E-01
4.11E-02	2.50E+01	4.86E+00	4.26E-01
4.46E-02	2.50E+01	4.86E+00	4.26E-01
3.66E-02	2.50E+01	4.86E+00	4.26E-01
3.55E-02	2.50E+01	4.86E+00	4.26E-01
5.06E-02	0.00E+00	4.49E+00	4.49E-01
5.74E-02	0.00E+00	4.49E+00	4.49E-01
5.19E-02	0.00E+00	4.49E+00	4.49E-01
7.15E-02	0.00E+00	4.49E+00	4.49E-01
5.66E-02	0.00E+00	3.41E+00	4.89E-01
5.30E-02	0.00E+00	3.41E+00	4.89E-01
4.68E-02	0.00E+00	3.41E+00	4.89E-01
3.93E-02	0.00E+00	3.41E+00	4.89E-01
4.20E-02	2.80E+01	1.50E+01	4.64E-01
2.88E-02	2.80E+01	1.50E+01	4.64E-01
4.29E-02	2.80E+01	1.50E+01	4.64E-01
1.22E-01	0.00E+00	2.89E+00	4.45E-01
1.15E-01	0.00E+00	2.89E+00	4.45E-01
1.21E-01	0.00E+00	2.89E+00	4.45E-01
8.19E-02	0.00E+00	2.89E+00	4.45E-01
6.86E-02	0.00E+00	2.89E+00	4.45E-01
